AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;CONVENIO_SEP;AÑO_INGRESO_SEP;CLASIFICACION_SEP;EE_GRATUITO;N_PRIO;N_PRIO_BEN;N_PREF;N_PREF_BEN;N_BEN
2022;3840;7;ESCUELA BASICA NIBLINTO;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;83;83;15;15;98
2022;3841;5;ESCUELA GUARDIA MARINA ERNESTO RIQUELME;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;101;101;14;14;115
2022;3842;3;ESCUELA HEROES DE IQUIQUE;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;147;147;40;40;187
2022;3843;1;ESCUELA PORVENIR DE CATO;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;236;236;63;63;299
2022;3846;6;ESCUELA BÁSICA EMBALSE COIHUECO;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2020;EMERGENTE;1;16;16;1;1;17
2022;3849;0;ESCUELA CAMILO HENRIQUEZ;16;161;16101;CHILLÁN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;67;67;7;7;74
2022;3851;2;ESCUELA HERNÁN MERINO CORREA;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;3852;0;ESCUELA ANIBAL PINTO;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;15;15;2;2;17
2022;3853;9;ESCUELA JULIO MONTT SALAMANCA;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;8;8;1;1;9
2022;3854;7;ESCUELA CANCHA RAYADA;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;4;4;1;1;5
2022;3855;5;ESCUELA GENERAL PEDRO LAGOS MARCHANT;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;119;119;29;29;148
2022;3856;3;ESCUELA MANUEL MATUS HERMOSILLA;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;127;127;15;15;142
2022;3857;1;ESCUELA BENJAMIN VICUNA MACKENNA;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;24;24;0;0;24
2022;3859;8;ESCUELA SAN ANTONIO DE FRUTILLARES;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;12;12;1;1;13
2022;3865;2;COLEGIO ADVENTISTA DE CHILE;16;161;16101;CHILLÁN;81;ÑUBLE;3;2;1;1;1;2017;AUTONOMO;0;347;347;220;0;347
2022;3866;0;ESCUELA PARTICULAR LAS MARIPOSAS;16;161;16101;CHILLÁN;81;ÑUBLE;3;2;1;1;1;2021;AUTONOMO;1;188;188;131;131;319
2022;3867;9;ESCUELA PARTIC.LOS ALTOS DE MIRAFLORES;16;163;16302;COIHUECO;81;ÑUBLE;3;2;1;1;1;2021;EMERGENTE;1;49;49;5;5;54
2022;3869;5;ESCUELA AGROECOLÓGICAS LAS ISLAS;16;163;16302;COIHUECO;81;ÑUBLE;3;2;1;1;1;2016;EMERGENTE;1;14;14;0;0;14
2022;3870;9;ESCUELA PARTICULAR AMANECER;16;163;16302;COIHUECO;81;ÑUBLE;3;2;1;1;1;2016;EMERGENTE;1;0;0;2;2;2
2022;3871;7;LICEO BICENTENARIO POLITÉCNICO JOSÉ MANUEL PINTO ARIAS;16;161;16106;PINTO;81;ÑUBLE;2;1;0;1;1;2022;EMERGENTE;1;342;342;35;35;377
2022;3872;5;ESCUELA JOSE TOHA SOLDEVILLA;16;161;16106;PINTO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;184;184;42;42;226
2022;3874;1;ESCUELA JAVIER JARPA SOTOMAYOR;16;161;16106;PINTO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;33;33;14;14;47
2022;3876;8;ESCUELA HECTOR MANUEL ARIAS CORTES;16;161;16106;PINTO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;29;29;2;2;31
2022;3877;6;ESCUELA SANTA EDUVIGES;16;161;16106;PINTO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;17;17;0;0;17
2022;3882;2;ESCUELA NIDO DE GOLONDRINAS;16;161;16106;PINTO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;8;8;2;2;10
2022;3883;0;ESCUELA BASICA JUAN JORGE;16;161;16106;PINTO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;45;45;11;11;56
2022;3884;9;ESCUELA SAN ALFONSO;16;161;16106;PINTO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;9;6;5;3;9
2022;3885;7;COLEGIO FRANCISCO DE ASIS;16;161;16106;PINTO;81;ÑUBLE;3;2;0;1;1;2021;EMERGENTE;1;524;524;153;153;677
2022;3886;5;LICEO BICENTENARIO MANUEL JESUS ORTIZ;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;380;365;48;48;413
2022;3887;3;LICEO PUEBLO SECO;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2022;EMERGENTE;1;210;204;43;43;247
2022;3888;1;COLEGIO POLITECNICO VICTOR JARA;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;247;242;37;37;279
2022;3890;3;ESCUELA MARÍA LUISA ESPINOZA RUIZ;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;85;85;10;10;95
2022;3891;1;ESCUELA LAS QUILAS;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;46;46;3;3;49
2022;3894;6;ESCUELA SANTA MARIA;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;7;7;0;0;7
2022;3897;0;ESCUELA CALLE ALEGRE;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;24;24;1;1;25
2022;3898;9;ESCUELA SANTA JUANA;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;11;11;0;0;11
2022;3899;7;ESCUELA COLTON VARIANTE;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;61;57;4;4;61
2022;3903;9;ESCUELA MAYULERMO;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;54;54;7;7;61
2022;3904;7;ESCUELA LOURDES;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;5;5;3;3;8
2022;3906;3;ESCUELA SELVA NEGRA;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;30;30;9;9;39
2022;3907;1;LICEO POLITÉCNICO MARÍA WARD;16;161;16108;SAN IGNACIO;81;ÑUBLE;3;2;0;1;1;2021;EMERGENTE;1;509;509;178;178;687
2022;3909;8;LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE JUVENAL HERNÁNDEZ JAQUE;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;0;1;1;2022;EMERGENTE;1;638;622;136;135;757
2022;3910;1;ESCUELA VIRGEN DEL CARMEN;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;607;604;153;153;757
2022;3912;8;ESCUELA DEL CARMEN SAN MARTÍN OTÁROLA;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;63;63;5;5;68
2022;3913;6;ESCUELA NAVIDAD-TREHUALEMU;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;104;104;14;14;118
2022;3914;4;ESCUELA BERNARDINO MUNOZ GONZALEZ;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;53;53;5;5;58
2022;3916;0;ESCUELA CAPILLA NORTE;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;31;31;2;2;33
2022;3917;9;ESCUELA VALLE DE ATACALCO;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;1;1;4
2022;3918;7;ESCUELA LUIS TEODORO ORTEGA OYARCE;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;25;25;2;2;27
2022;3920;9;ESCUELA SAN RICAEL;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;5;5;0;0;5
2022;3921;7;ESCUELA LAS HORMIGAS;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;11;11;3;3;14
2022;3922;5;ESCUELA MATA REDONDA;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;40;40;4;4;44
2022;3924;1;ESCUELA VERGARA;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;7;7;0;0;7
2022;3926;8;ESCUELA SAN JOSE SUR;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;9;9;0;0;9
2022;3927;6;ESCUELA CHAMIZAL;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;3932;2;ESCUELA MAIPO;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;3934;9;ESCUELA SAN ISIDRO;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;9;9;0;0;9
2022;3935;7;ESCUELA DE SAN VICENTE ALTO;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;58;58;1;1;59
2022;3937;3;ESCUELA BALSA ZAPALLAR;16;161;16104;EL CARMEN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;6;6;1;1;7
2022;3938;1;ESCUELA BÁSICA ADULTOS YUNGAY;16;161;16109;YUNGAY;81;ÑUBLE;2;1;0;1;0;0;SIN SEP;1;2;0;0;0;0
2022;3940;3;LICEO DE YUNGAY;16;161;16109;YUNGAY;81;ÑUBLE;2;1;0;1;1;2022;EMERGENTE;1;350;331;79;74;405
2022;3941;1;LICEO CAMPANARIO;16;161;16109;YUNGAY;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;313;309;67;66;375
2022;3947;0;ESCUELA PANGAL DEL LAJA;16;161;16109;YUNGAY;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;4;4;0;0;4
2022;3948;9;ESCUELA SAN MIGUEL DE ITATA;16;161;16109;YUNGAY;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;27;27;7;7;34
2022;3949;7;ESCUELA EL ROBLE;16;161;16109;YUNGAY;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;6;6;0;0;6
2022;3952;7;ESCUELA SANTA IRMA;16;161;16109;YUNGAY;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;1;1;4
2022;3955;1;ESCUELA BASICA RANCHILLOS;16;161;16109;YUNGAY;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;85;85;6;6;91
2022;3957;8;ESCUELA LOS MAYOS;16;161;16109;YUNGAY;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;105;105;14;14;119
2022;3958;6;ESCUELA LOS LAURELES;16;161;16109;YUNGAY;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;6;6;1;1;7
2022;3959;4;ESCUELA PALLAHUALA;16;161;16109;YUNGAY;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;10;10;1;1;11
2022;3960;8;COLEGIO DIVINA PASTORA;16;161;16109;YUNGAY;81;ÑUBLE;3;2;0;1;1;2018;AUTONOMO;1;323;323;187;187;510
2022;3961;6;LICEO POLIVALENTE TOMÁS ARNALDO HERRERA VEGA;16;161;16105;PEMUCO;81;ÑUBLE;2;1;0;1;1;2022;EMERGENTE;1;235;229;22;22;251
2022;3962;4;ESCUELA BASICA EL CIPRES;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;3964;0;ESCUELA JOSE FRANCISCO ZAPATA DOMINGUEZ;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;6;6;0;0;6
2022;3965;9;ESCUELA BASICA SANTA JULIA;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;1;1;0;0;1
2022;3966;7;ESCUELA VILLA SAN PEDRO;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;7;7;1;1;8
2022;3967;5;ESCUELA BASICA GENERAL CRUZ;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;69;69;11;11;80
2022;3968;3;ESCUELA BASICA MONTE EL LEON;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;9;9;0;0;9
2022;3971;3;ESCUELA JOSÉ RENÉ SALGADO;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;57;57;1;1;58
2022;3972;1;ESCUELA ARTURO MATTE ALESSANDRI;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;121;121;18;18;139
2022;3974;8;ESCUELA BASICA VALLE HERMOSO;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;62;62;6;6;68
2022;3975;6;ESCUELA BASICA SALTO DE DANICALQUI;16;161;16105;PEMUCO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;15;15;0;0;15
2022;3976;4;LICEO MANUEL BULNES;16;161;16102;BULNES;81;ÑUBLE;2;1;0;1;1;2022;EMERGENTE;1;363;341;54;54;395
2022;3977;2;LICEO BICENTENARIO SANTA CRUZ DE LARQUI;16;161;16102;BULNES;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;595;595;133;133;728
2022;3978;0;ESCUELA CELIA URRUTIA PRIETO;16;161;16102;BULNES;81;ÑUBLE;2;1;0;1;1;2021;EN RECUPERACION;1;86;86;6;6;92
2022;3980;2;ESCUELA BASICA PUEBLO SECO SANTA CLARA;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;136;136;37;37;173
2022;3981;0;ESCUELA EL PALPAL DE SANTA CLARA;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;132;132;28;28;160
2022;3982;9;ESCUELA BATALLA DEL ROBLE;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;87;87;12;12;99
2022;3983;7;ESCUELA EVARISTA OGALDE ORTEGA;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;96;96;15;15;111
2022;3984;5;ESCUELA CANTA RANA;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;117;117;10;10;127
2022;3988;8;ESCUELA LAS CARMELITAS;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;2;2;5
2022;3991;8;ESCUELA COLTON QUILLAY;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;43;43;4;4;47
2022;3992;6;ESCUELA MILAHUE;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;13;13;10;10;23
2022;3995;0;ESCUELA LOS TILOS JOSÉ ANDRADES VÁSQUEZ;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;35;35;13;13;48
2022;3997;7;ESCUELA EL CARACOL;16;161;16102;BULNES;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;25;25;1;1;26
2022;3998;5;LICEO POLIVALENTE LUIS CRUZ MARTINEZ;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;0;1;1;2022;EMERGENTE;1;330;328;46;46;374
2022;3999;3;ESCUELA BASICA HEROES DEL ITATA;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;0;1;1;2021;AUTONOMO;1;286;286;57;57;343
2022;4000;2;ESCUELA BÁSICA AMANDA CHÁVEZ NAVARRETE;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;0;1;1;2021;AUTONOMO;1;308;308;39;39;347
2022;4001;0;ESCUELA PEDRO ENRIQUE TORRES SABELLE;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;55;55;10;10;65
2022;4002;9;ESCUELA BASICA EL CASINO;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;213;213;50;50;263
2022;4003;7;ESCUELA BASICA HUACAMALA;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;19;19;4;4;23
2022;4005;3;ESCUELA BÁSICA PUERTO LOS FRUTALES DE COYANCO;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;121;121;23;23;144
2022;4006;1;ESCUELA BASICA LIUCURA BAJO;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;41;41;3;3;44
2022;4016;9;ESCUELA BASICA PASO EL ROBLE;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;43;43;6;6;49
2022;4017;7;ESCUELA BASICA MANUEL BAQUEDANO GONZALEZ;16;162;16206;RANQUIL;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;2;2;1;1;3
2022;4019;3;ESCUELA BÁSICA LAGUNA AVENDAÑO;16;161;16107;QUILLÓN;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;167;167;41;41;208
2022;4022;3;ESCUELA QUINEL;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;1;1;2021;EMERGENTE;1;14;14;2;2;16
2022;4025;8;LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE VIRGINIO ARIAS;16;162;16206;RANQUIL;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;208;208;39;39;247
2022;4026;6;ESCUELA BASICA NUEVA ALDEA;16;162;16206;RANQUIL;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;52;52;13;13;65
2022;4027;4;ESCUELA BASICA VEGAS DE CONCHA;16;162;16206;RANQUIL;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;40;40;4;4;44
2022;4029;0;ESCUELA BASICA SAN IGNACIO DE PALOMARES;16;162;16206;RANQUIL;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;60;60;27;27;87
2022;4030;4;ESCUELA BASICA BLANCA ROSA GUZMAN REYES;16;162;16206;RANQUIL;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;15;15;2;2;17
2022;4032;0;LICEO BICENTENARIO DE EXCELENCIA NIBALDO SEPÚLVEDA FERNÁNDEZ;16;162;16205;PORTEZUELO;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;323;323;54;54;377
2022;4034;7;ESCUELA LOMAS DE CHUDAL;16;162;16205;PORTEZUELO;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;58;58;8;8;66
2022;4037;1;ESCUELA MEMBRILLAR;16;162;16205;PORTEZUELO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;6;6;0;0;6
2022;4039;8;ESCUELA SAN FRANCISCO DE ASIS;16;162;16205;PORTEZUELO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;17;17;0;0;17
2022;4040;1;ESCUELA CUCHA URREJOLA;16;162;16205;PORTEZUELO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;11;11;2;2;13
2022;4043;6;COLEGIO NUESTRA SEÑORA DEL CARMEN;16;162;16205;PORTEZUELO;81;ÑUBLE;3;2;0;1;1;2020;EMERGENTE;1;270;270;56;56;326
2022;4048;7;ESCUELA VILLA JESUS DE COELEMU;16;162;16203;COELEMU;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;474;464;141;136;600
2022;4049;5;LICEO BICENTENARIO DE EXCELENCIA DOMINGO ORTÍZ DE ROZAS;16;162;16203;COELEMU;81;ÑUBLE;2;1;0;1;1;2022;EMERGENTE;1;551;543;213;212;755
2022;4050;9;ESCUELA MARIA TERESA MARCHANT CONTRERAS;16;162;16203;COELEMU;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;254;254;148;148;402
2022;4051;7;ESCUELA CLEMENTINA MAUREIRA ALMANZA;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;90;90;29;29;119
2022;4052;5;ESCUELA GUARILIHUE ALTO;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;203;203;47;47;250
2022;4054;1;ESCUELA MAGDALENA;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;7;7;0;0;7
2022;4058;4;ESCUELA HUARO;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;2;2;0;0;2
2022;4059;2;ESCUELA FELIPE CUBILLOS SIGAL;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;53;53;5;5;58
2022;4061;4;ESCUELA BASICA AMERICA;16;162;16206;RANQUIL;81;ÑUBLE;2;1;1;1;1;2021;AUTONOMO;1;63;63;8;8;71
2022;4062;2;ESCUELA VEGAS DE ITATA;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;27;27;0;0;27
2022;4064;9;ESCUELA MEIPO;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;11;11;0;0;11
2022;4067;3;ESCUELA SANTA FILOMENA;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;4;4;0;0;4
2022;4068;1;ESCUELA BUENA FE DE TUBUL;16;162;16203;COELEMU;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;1;1;0;0;1
2022;4070;3;ESCUELA BASICA MAITENCO;16;162;16207;TREHUACO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;56;56;14;14;70
2022;4071;1;ESCUELA BÁSICA VALLE LONQUÉN;16;162;16207;TREHUACO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;173;173;27;27;200
2022;4073;8;ESCUELA BASICA MONTE OLIMPO;16;162;16207;TREHUACO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;2;2;3;3;5
2022;4074;6;ESCUELA BASICA TAUCO;16;162;16207;TREHUACO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;2;2;0;0;2
2022;4076;2;ESCUELA BASICA MINAS DE LEUQUE;16;162;16207;TREHUACO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;41;41;2;2;43
2022;4077;0;ESCUELA BASICA VILLA DENECAN;16;162;16207;TREHUACO;81;ÑUBLE;2;1;1;1;1;2020;EMERGENTE;1;4;4;1;1;5
2022;4079;7;ESCUELA BASICA MATACO;16;162;16207;TREHUACO;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;2;2;1;1;3
2022;4084;3;LICEO POLIVALENTE DIEGO MISSENE BURGOS;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;107;104;10;9;113
2022;4085;1;ESCUELA BASICA EL TOLLO;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;11;11;2;2;13
2022;4087;8;ESCUELA BASICA BUCHUPUREO;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;88;88;16;16;104
2022;4088;6;ESCUELA BASICA LA ANTENA;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;2;2;0;0;2
2022;4089;4;ESCUELA BASICA LA ACHIRA;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;6;6;0;0;6
2022;4090;8;ESCUELA BASICA COLMUYAO;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;9;9;2;2;11
2022;4091;6;ESCUELA BASICA EL AVELLANAL;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;2;2;0;0;2
2022;4093;2;ESCUELA BASICA LOS NEDANOS;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;1;1;0;0;1
2022;4094;0;ESCUELA BASICA TAUCU;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;19;19;3;3;22
2022;4095;9;ESCUELA BÁSICA MONTAÑA DE COPIHUES G 54-A;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;5;5;0;0;5
2022;4096;7;ESCUELA BASICA QUILE;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;1;1;4
2022;4097;5;ESCUELA BASICA LOS CORRALES;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;4100;9;ESCUELA BASICA MELA;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;2;2;0;0;2
2022;4101;7;ESCUELA BASICA PULLAY;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;6;6;7;7;13
2022;4102;5;LICEO BICENTENARIO DE EXCELENCIA CARLOS MONTANE CASTRO;16;162;16201;QUIRIHUE;81;ÑUBLE;2;1;0;1;1;2022;EMERGENTE;1;465;459;99;99;558
2022;4103;3;ESCUELA GRUMETE CORTES;16;162;16201;QUIRIHUE;81;ÑUBLE;2;1;0;1;1;2021;AUTONOMO;1;316;316;66;66;382
2022;4104;1;ESCUELA NUEVA AMERICA;16;162;16201;QUIRIHUE;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;348;345;101;99;444
2022;4107;6;ESCUELA BASICA SANTA CAROLINA;16;162;16201;QUIRIHUE;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;17;17;0;0;17
2022;4112;2;ESCUELA BASICA SANTA ELENA;16;162;16201;QUIRIHUE;81;ÑUBLE;2;1;1;1;1;2021;EMERGENTE;1;11;11;5;5;16
2022;4124;6;LICEO BICENTENARIO DE EXCELENCIA ARTURO PRAT CHACON;16;162;16204;NINHUE;81;ÑUBLE;2;1;0;1;1;2021;EMERGENTE;1;205;205;27;27;232
