AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;CONVENIO_SEP;AÑO_INGRESO_SEP;CLASIFICACION_SEP;EE_GRATUITO;N_PRIO;N_PRIO_BEN;N_PREF;N_PREF_BEN;N_BEN
2022;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;0;EN RECUPERACION;1;406;375;57;49;424
2022;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;61;61;64;64;125
2022;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;15;151;15101;ARICA;151;ARICA;6;5;1;1;0;0;SIN SEP;1;10;0;1;0;0
2022;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;608;608;292;292;900
2022;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;381;368;242;234;602
2022;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;855;855;205;205;1060
2022;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;381;381;132;132;513
2022;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;679;679;497;497;1176
2022;10;8;ESCUELA REPUBLICA DE FRANCIA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EN RECUPERACION;1;108;108;26;26;134
2022;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;252;252;35;35;287
2022;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;213;213;83;83;296
2022;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;184;184;31;31;215
2022;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;221;221;30;30;251
2022;15;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;171;171;149;149;320
2022;16;7;ESCUELA REGIMIENTO RANCAGUA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;156;156;48;48;204
2022;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;284;284;73;73;357
2022;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;238;238;54;54;292
2022;19;1;ESC. HUMBERTO VALENZUELA GARCIA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;213;213;35;35;248
2022;20;5;ESCUELA TUCAPEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;313;313;53;53;366
2022;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;639;639;209;209;848
2022;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;555;555;148;148;703
2022;26;4;ESCUELA REPUBLICA DE ARGENTINA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;AUTONOMO;1;133;133;52;52;185
2022;27;2;ESCUELA ESMERALDA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;151;151;44;44;195
2022;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;333;261;171;152;413
2022;29;9;ESCUELA AMERICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;329;329;39;39;368
2022;30;2;ESCUELA DR. RICARDO OLEA GUERRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;0;0;SIN SEP;1;116;0;27;0;0
2022;31;0;ESCUELA DARIO SALAS DIAZ;15;151;15101;ARICA;151;ARICA;6;5;1;1;1;2020;AUTONOMO;1;328;328;42;42;370
2022;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;595;595;86;86;681
2022;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;151;15101;ARICA;151;ARICA;6;5;1;1;1;2020;AUTONOMO;1;148;148;27;27;175
2022;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;15;151;15101;ARICA;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;68;68;1;1;69
2022;36;1;ESCUELA IGNACIO CARRERA PINTO;15;151;15101;ARICA;151;ARICA;6;5;0;1;1;2020;EMERGENTE;1;207;207;17;17;224
2022;38;8;ESCUELA ESPAÑA;15;151;15101;ARICA;151;ARICA;6;5;1;1;1;2020;AUTONOMO;1;417;417;37;37;454
2022;39;6;ESCUELA PAMPA ALGODONAL;15;151;15101;ARICA;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;38;38;2;2;40
2022;41;8;ESCUELA VALLE DE CHACA;15;151;15101;ARICA;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;25;25;9;9;34
2022;42;6;ESCUELA MOLINOS LLUTA;15;151;15101;ARICA;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;16;16;0;0;16
2022;43;4;JARDIN INFANTIL CEPILLIN;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2022;EMERGENTE;1;10;10;10;10;20
2022;45;0;COLEGIO ITALIANO SANTA ANA;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2022;EMERGENTE;1;444;444;309;309;753
2022;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2021;EMERGENTE;1;16;16;6;6;22
2022;50;7;COLEGIO ADVENTISTA DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2021;AUTONOMO;1;308;308;138;138;446
2022;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2021;AUTONOMO;1;2373;2347;945;936;3283
2022;56;6;COLEGIO SAN MARCOS DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;0;0;SIN SEP;0;159;0;308;0;0
2022;59;0;COLEGIO SAN JORGE;15;151;15101;ARICA;151;ARICA;4;3;0;1;0;0;SIN SEP;0;40;0;80;0;0
2022;60;4;COLEGIO ALEMAN DE ARICA;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2021;AUTONOMO;1;433;433;353;353;786
2022;66;3;JARDIN INFANTIL PLUTO;15;151;15101;ARICA;151;ARICA;3;2;0;1;1;2021;EMERGENTE;1;2;2;3;3;5
2022;67;1;ABRAHAM LINCOLN SCHOOL;15;151;15101;ARICA;151;ARICA;3;2;0;1;0;0;SIN SEP;0;215;0;316;0;0
2022;69;8;JUNIOR COLLEGE;15;151;15101;ARICA;151;ARICA;4;3;0;1;0;0;SIN SEP;0;53;0;125;0;0
2022;70;1;ESCUELA VALLE DE ESQUINA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;4;4;0;0;4
2022;72;8;LICEO VALLE DE CODPA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;29;29;3;3;32
2022;73;6;ESCUELA VALLE DE COBIJA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;1;1;0;0;1
2022;74;4;ESCUELA VALLE DE CAMARONES;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;15;15;0;0;15
2022;75;2;ESCUELA VALLE DE GUANACAGUA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;4;4;0;0;4
2022;76;0;ESCUELA VALLE DE CUYA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;7;7;1;1;8
2022;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;181;181;23;23;204
2022;79;5;ESCUELA EL MARQUEZ;15;152;15201;PUTRE;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;3;3;0;0;3
2022;81;7;ESCUELA PAYACHATAS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;2;2;0;0;2
2022;82;5;ESCUELA SAN FRANCISCO DE ASIS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;0;0;1;1;1
2022;83;3;ESCUELA COTA COTANI;15;152;15201;PUTRE;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;1;1;0;0;1
2022;84;1;ESCUELA LOS ALAMOS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;3;3;0;0;3
2022;86;8;ESCUELA SAN SANTIAGO DE BELEN;15;152;15201;PUTRE;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;7;7;0;0;7
2022;87;6;ESCUELA ANCOLACANE;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;4;4;0;0;4
2022;89;2;ESCUELA HUMAPALCA;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;2;2;0;0;2
2022;90;6;ESCUELA INTERNADO VISVIRI;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;20;20;2;2;22
2022;91;4;ESCUELA COSAPILLA;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;5;5;0;0;5
2022;92;2;ESCUELA CHISLLUMA;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;1;1;0;0;1
2022;93;0;ESCUELA CHUJLLUTA;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;2;2;0;0;2
2022;94;9;ESCUELA GUACOYO;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;5;5;0;0;5
2022;95;7;ESCUELA COLPITAS;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2020;EMERGENTE;1;1;1;0;0;1
2022;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2022;EN RECUPERACION;1;237;237;83;83;320
2022;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;0;0;SIN SEP;1;70;0;17;0;0
2022;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;242;242;144;144;386
2022;105;8;CENTRO DE CAPACITACION LABORAL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;0;0;SIN SEP;1;25;0;7;0;0
2022;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;1;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;1;0;0;SIN SEP;1;318;0;91;0;0
2022;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2022;EMERGENTE;1;150;150;78;78;228
2022;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2022;EN RECUPERACION;1;297;297;98;98;395
2022;109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2022;EN RECUPERACION;1;361;361;109;109;470
2022;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;494;494;238;238;732
2022;111;2;ESCUELA GABRIELA MISTRAL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;348;348;135;135;483
2022;112;0;ESCUELA EDUARDO LLANOS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;340;340;120;120;460
2022;113;9;ESCUELA ALMIRANTE PATRICIO LYNCH;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;378;378;117;117;495
2022;114;7;ESCUELA PLACIDO VILLARROEL;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;209;209;66;66;275
2022;116;3;COLEGIO REPUBLICA DE CROACIA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;328;328;57;57;385
2022;117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;331;314;103;95;409
2022;119;8;ESCUELA CENTENARIO;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;278;263;80;76;339
2022;122;8;ESCUELA THILDA PORTILLO OLIVARES;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EN RECUPERACION;1;175;175;62;62;237
2022;123;6;COLEGIO ESPANA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;292;292;65;65;357
2022;124;4;LICEO LUIS CRUZ MARTINEZ;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2022;EMERGENTE;1;740;740;294;294;1034
2022;125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EMERGENTE;1;480;480;324;324;804
2022;126;0;COLEGIO REPUBLICA DE ITALIA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;1;2021;EN RECUPERACION;1;347;347;96;96;443
2022;127;9;LICEO MARIA AUXILIADORA;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2021;EMERGENTE;0;300;300;275;0;300
2022;129;5;LICEO SUPERIOR GABRIELA MISTRAL;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;0;0;SIN SEP;0;103;0;53;0;0
2022;130;9;COLEGIO NORTH COLLEGE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;0;0;SIN SEP;0;109;0;143;0;0
2022;131;7;COLEGIO ESCASCE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2022;EMERGENTE;1;154;154;118;118;272
2022;132;5;COLEGIO BAJO MOLLE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;0;0;SIN SEP;0;331;0;465;0;0
2022;133;3;COLEGIO ADVENTISTA DE IQUIQUE;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2021;EMERGENTE;1;332;332;228;228;560
2022;134;1;LICEO ATENEA;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2022;EMERGENTE;1;149;149;87;87;236
2022;144;9;COLEGIO IQUIQUE YOUNG SCHOOL;1;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;1;2019;EMERGENTE;0;190;190;85;0;190
2022;154;6;ESCUELA BASICA FRONTERIZA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;29;29;1;1;30
2022;156;2;ESCUELA PISAGUA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;29;29;5;5;34
2022;158;9;ESCUELA CHIAPA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;159;7;ESCUELA JAINA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;2;2;0;0;2
2022;160;0;ESCUELA PACHICA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;31;31;0;0;31
2022;161;9;LICEO DE HUARA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;289;283;26;26;309
2022;162;7;ESCUELA SIBAYA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2016;EMERGENTE;1;37;37;0;0;37
2022;165;1;ESCUELA CHUSMIZA;1;14;1404;HUARA;11;IQUIQUE;2;1;1;1;1;2020;EMERGENTE;1;2;2;0;0;2
2022;167;8;ESCUELA CAMINA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2021;AUTONOMO;1;107;107;14;14;121
2022;168;6;ESCUELA CUISAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;5;5;0;0;5
2022;169;4;ESCUELA QUISTAGAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;4;4;0;0;4
2022;170;8;ESCUELA NAMA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;171;6;ESCUELA APAMILCA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;172;4;ESCUELA CHAPIQUILTA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;4;4;0;0;4
2022;173;2;ESCUELA MOQUELLA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;9;9;0;0;9
2022;174;0;ESCUELA FRANCIA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2020;EMERGENTE;1;20;20;2;2;22
2022;175;9;ESCUELA YALA YALA;1;14;1402;CAMIÑA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;5;5;1;1;6
2022;177;5;ESCUELA BASICA CARIQUIMA;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;1;2019;EMERGENTE;1;3;3;0;0;3
2022;178;3;LICEO TECNICO PROFESIONAL COLCHANE;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;1;2019;EMERGENTE;1;113;113;1;1;114
2022;179;1;ESCUELA BASICA MAUQUE;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;1;2019;EMERGENTE;1;0;0;1;1;1
2022;186;4;ESCUELA BASICA ENQUELGA;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;1;1;2019;EMERGENTE;1;4;4;0;0;4
2022;187;2;ESCUELA VERTIENTE DEL SABER;1;14;1405;PICA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;199;199;63;63;262
2022;188;0;ESC. MATILLA DE NUEVA EXTREMADURA;1;14;1405;PICA;11;IQUIQUE;2;1;1;1;1;2021;EMERGENTE;1;114;114;39;39;153
2022;191;0;LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2022;EMERGENTE;1;466;458;187;185;643
2022;192;9;ESCUELA BASICA MAMINA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2021;EMERGENTE;1;19;19;11;11;30
2022;193;7;ESCUELA BASICA POZO ALMONTE;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2021;EMERGENTE;1;403;403;179;179;582
2022;195;3;ESCUELA BASICA LA TIRANA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2021;EMERGENTE;1;225;225;25;25;250
2022;196;1;ESCUELA BASICA HUATACONDO;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2021;EMERGENTE;1;3;3;0;0;3
2022;198;8;ESCUELA BASICA LA HUAYCA;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;1;1;1;1;2021;EMERGENTE;1;68;68;13;13;81
2022;199;6;LICEO DOMINGO LATRILLE LASTAUNOU;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2022;EMERGENTE;1;449;407;73;68;475
2022;200;3;LICEO POLITECNICO DIEGO PORTALES P.;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2022;EMERGENTE;1;480;480;82;82;562
2022;201;1;ESCUELA CARLOS CONDELL DE LA HAZA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2021;EMERGENTE;1;365;365;67;67;432
2022;203;8;ESCUELA PABLO NERUDA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2021;EMERGENTE;1;424;424;58;58;482
2022;204;6;ESCUELA L.GRAL.BERNARDO O´HIGGINS R.;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2021;EMERGENTE;1;495;495;88;88;583
2022;205;4;ESCUELA ARTURO PRAT CHACON;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2021;EMERGENTE;1;305;305;44;44;349
2022;206;2;ESCUELA ESTADOS UNIDOS DE NORTEAMERICA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2021;EMERGENTE;1;307;307;59;59;366
2022;207;0;ESC. ESPECIAL PEDRO AGUIRRE CERDA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;0;0;SIN SEP;1;49;0;8;0;0
2022;208;9;COLEGIO BICENTENARIO SAGRADA FAMILIA;2;23;2301;TOCOPILLA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;1;2016;EMERGENTE;1;548;548;287;287;835
2022;210;0;ESCUELA ARTURO PEREZ CANTO;2;23;2302;MARÍA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2021;EMERGENTE;1;322;322;127;127;449
2022;211;9;LICEO H.C. T.P. MARIA ELENA;2;23;2302;MARÍA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;1;2016;EMERGENTE;1;117;117;56;56;173
2022;214;3;ESCUELA IGNACIO CARRERA PINTO;2;23;2302;MARÍA ELENA;21;ANTOFAGASTA - TOCOPILLA;2;1;1;1;1;2021;EMERGENTE;1;21;21;1;1;22
2022;217;8;LICEO BICENTENARIO LUIS CRUZ MARTINEZ;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2022;AUTONOMO;1;438;438;347;347;785
2022;218;6;LICEO FRANCISCO DE AGUIRRE;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2022;EMERGENTE;1;211;211;72;72;283
2022;219;4;LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2016;EMERGENTE;1;451;450;209;209;659
2022;220;8;LICEO MINERO AMÉRICA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2022;EMERGENTE;1;553;553;316;316;869
2022;222;4;CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;0;0;SIN SEP;1;136;0;69;0;0
2022;223;2;ESCUELA CLAUDIO ARRAU;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EN RECUPERACION;1;268;268;107;107;375
2022;224;0;ESCUELA GRECIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;539;539;206;206;745
2022;225;9;ESCUELA REPUBLICA DE BOLIVIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;508;508;296;296;804
2022;226;7;ESCUELA BASICA EMILIO SOTOMAYOR;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;437;437;252;252;689
2022;227;5;ESCUELA BASICA PRESIDENTE BALMACEDA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;695;695;258;258;953
2022;228;3;ESCUELA BASICA VADO DE TOPATER;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;263;263;142;142;405
2022;229;1;ESCUELA REPUBLICA DE CHILE;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;278;278;134;134;412
2022;230;5;ESCUELA BASICA ANDRES BELLO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;307;307;141;141;448
2022;231;3;ESCUELA BASICA JOHN FITZGERALD KENNEDY;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;319;319;226;226;545
2022;232;1;ESCUELA BASICA PEDRO VERGARA KELLER;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;306;306;84;84;390
2022;236;4;ESCUELA DE PARVULOS LAS ABEJITAS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;82;82;56;56;138
2022;237;2;ESCUELA DE PARVULOS LLAMITO BLANCO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;108;108;65;65;173
2022;238;0;ESCUELA DIFERENCIAL LOA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;0;0;SIN SEP;1;100;0;39;0;0
2022;239;9;ESCUELA BASICA 21 DE MAYO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;343;343;126;126;469
2022;240;2;ESCUELA BASICA REPUBLICA DE FRANCIA;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;283;283;202;202;485
2022;241;0;ESCUELA PARVULARIA LAS ARDILLAS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;89;89;41;41;130
2022;243;7;ESCUELA BASICA PUKARA;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;1;2021;EMERGENTE;1;9;9;4;4;13
2022;244;5;ESCUELA DE PARVULOS LOS ENANITOS;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;132;132;62;62;194
2022;245;3;ESCUELA DE PARVULOS PAPELUCHO;2;22;2201;CALAMA;22;EL LOA;1;1;0;1;1;2021;EMERGENTE;1;57;57;24;24;81
2022;246;1;ESCUELA BASICA SENORA DE LA CANDELARIA;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;1;2021;EMERGENTE;1;16;16;1;1;17
2022;248;8;ESCUELA BASICA SAN JOSE;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;1;2021;EMERGENTE;1;8;8;0;0;8
2022;252;6;ESCUELA BASICA SAN FRANCISCO;2;22;2201;CALAMA;22;EL LOA;1;1;1;1;1;2021;EMERGENTE;1;61;61;12;12;73
